pitcher_id,ti,ta,ti40,ta40,n,null_ti,excess_ti,null_ta,excess_ta,null_ti40,excess_ti40,null_ta40,excess_ta40,level
434378,0.5563366321283163,0.5756702436971515,0.9446820798381135,1.1545647266645584,1739,0.5925137484830801,-0.03617711635476384,0.5515198430201466,0.024150400677004913,1.0315912405399867,-0.08690916070187327,0.9946987061114544,0.15986602055310406,season_type
445276,0.592234483820356,0.5797648401777082,0.9323140180195536,1.18424934769245,579,0.6099132609137494,-0.017678777093393383,0.5372255788344086,0.04253926134329966,1.089380310382757,-0.15706629236320346,1.0586143992768742,0.12563494841557588,season_type
445926,0.6885242370458963,0.43618975905761326,0.9158295256901743,0.9977484542184591,53,0.5240418435063647,0.16448239353953154,0.4208212102304754,0.01536854882713784,0.9145557027784491,0.0012738229117251754,0.9135288054358122,0.08421964878264698,season_type
450203,0.7019264034734797,0.6127378783016103,1.0212256096533032,1.166164432722145,1640,0.6909519652157455,0.010974438257734143,0.5901280434486835,0.02260983485292678,1.0761948725898862,-0.054969262936583,1.0969686631428213,0.06919576957932372,season_type
453286,0.6456739948403268,0.6253088991887557,1.1539135720180338,1.2388441350786896,966,0.6616528919025306,-0.01597889706220379,0.6180204054743705,0.007288493714385114,1.1960167160543167,-0.0421031440362829,1.1998356064679572,0.03900852861073245,season_type
455119,0.6041282950461724,0.5845421584097787,1.1375564615098088,1.1995774538575432,386,0.6429884735848735,-0.03886017853870116,0.5780058390301462,0.006536319379632505,1.2130402090193435,-0.07548374750953468,1.1605889480868112,0.038988505770731985,season_type
458677,0.7902966076975021,0.6256205869607484,1.3290454885685226,1.2922375213421644,510,0.7173575924261008,0.07293901527140134,0.5920150925273023,0.03360549443344607,1.334634855064216,-0.005589366495693415,1.208326091831373,0.08391142951079145,season_type
471911,0.6538085383743609,0.5856275458220039,1.1553825890108775,1.267118207106131,430,0.6228861697022823,0.03092236867207865,0.5937443373142436,-0.00811679149223965,1.2074461824809828,-0.05206359347010525,1.2059204133872352,0.06119779371889589,season_type
472610,0.8000384465342825,0.6365955975143144,1.0025140335136806,1.2027743406791371,602,0.71424697869802,0.08579146783626246,0.5723942785611621,0.06420131895315229,1.065285051494721,-0.06277101798104034,0.9713313194117865,0.2314430212673506,season_type
477132,0.4583295805738156,0.5380034871720992,0.9360467836337899,1.083980065477515,1116,0.41389596764440756,0.04443361292940806,0.5167497324630544,0.02125375470904478,0.933776915880292,0.0022698677534979117,1.0286136079445518,0.0553664575329631,season_type
489446,0.8500134916268398,0.6480779287477931,1.5840518367349095,1.3555756733668112,527,0.8134960006425566,0.03651749098428325,0.6308437087517929,0.017234219996000277,1.5891304055913806,-0.005078568856471177,1.2743354029152727,0.08124027045153848,season_type
500779,0.6985806221521538,0.6404199422115561,1.2584795592497433,1.29051110907804,1426,0.6776761255723561,0.02090449657979765,0.6155982717089188,0.024821670502637283,1.2524883978410855,0.005991161408657852,1.2314863927712252,0.05902471630681472,season_type
