pitcher_id,ti,ta,ti40,ta40,n,null_ti,excess_ti,null_ta,excess_ta,null_ti40,excess_ti40,null_ta40,excess_ta40,level
434378,0.5557756369876103,0.5686013243603179,0.9796281952711566,1.1079650174209754,1107,0.5510599719898033,0.0047156649978070675,0.5442160526510906,0.02438527170922722,1.0025142612167248,-0.02288606594556819,1.0169949018085125,0.09097011561246293,season_type
445276,0.5751269968933066,0.5633071650962747,0.9850702998120343,1.1620335167043485,467,0.5807520335399106,-0.005625036646603965,0.5322549737015987,0.031052191394675965,1.056606223702834,-0.07153592389079966,1.0528514945510812,0.10918202215326733,season_type
445926,0.6105475550681312,0.5588070419503735,0.8950675461355704,1.0734113794072315,666,0.5896978952491859,0.020849659818945265,0.5418782563828785,0.016928785567494997,0.9612211062115399,-0.06615356007596951,1.0463668063434488,0.027044573063782718,season_type
450203,0.6407209682956224,0.5804864876706074,0.9375753630311235,1.1426898021274803,1967,0.6376758026366326,0.0030451656589898235,0.5522868506478606,0.02819963702274675,0.978899517490072,-0.04132415445894844,1.0056522376443247,0.13703756448315563,season_type
453286,0.6817586118697969,0.7465813487263031,1.092160066372736,1.3561852563679975,436,0.692060411106929,-0.010301799237132037,0.6810283375933611,0.06555301113294199,1.1789712403437511,-0.08681117397101512,1.2690557361556578,0.08712952021233966,season_type
455119,0.6190768008142534,0.6334214997856087,1.1775928302550764,1.3065386963347076,389,0.6445769331084854,-0.02550013229423198,0.591138309017687,0.04228319076792164,1.2636750658458131,-0.08608223559073669,1.1746447213097178,0.1318939750249899,season_type
458677,0.7058180128218361,0.5905869732989184,1.2504484655985415,1.1998021210161578,533,0.7429667027972061,-0.03714868997537002,0.5841433426171814,0.006443630681737034,1.3316025452777078,-0.08115407967916632,1.1459569131813339,0.05384520783482394,season_type
458681,0.6871678463832693,0.6036908332992601,1.2271980736498176,1.3084941307786253,1354,0.6283862210657714,0.058781625317497976,0.566695743924821,0.03699508937443907,1.2237542623170674,0.0034438113327501796,1.0814195974558038,0.22707453332282146,season_type
471911,0.765338189943944,0.6180703748387412,1.2222092192737437,1.2826345076322372,1141,0.7154363657067188,0.04990182423722522,0.6028683692408403,0.015202005597900858,1.2557230214530994,-0.033513802179355734,1.2262586974941734,0.05637581013806381,season_type
472610,0.8148755465650228,0.6357250105635758,1.3899255475527825,1.2880700180766245,589,0.7555017195625588,0.059373827002463964,0.6151447964396095,0.020580214123966267,1.384373896207125,0.005551651345657493,1.2558442880353267,0.032225730041297806,season_type
